logid,timestamp,workorderid_fk,productid_fk,machineid_fk,operatorid_fk,inputquantity,outputgoodquantity,outputdefectquantity,machinestatus,reworkflag,notes
2084,2025-02-18 01:14:12,WO-250213180000-238,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP001,71,69,2,RUNNING,False,
2085,2025-02-18 07:47:24,WO-250213180000-238,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP004,69,68,1,RUNNING,False,
2086,2025-02-18 12:53:16,WO-250213180000-238,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP002,68,66,2,RUNNING,False,
2087,2025-02-18 17:48:51,WO-250213180000-238,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP002,66,64,2,RUNNING,False,
2088,2025-02-18 22:22:26,WO-250213180000-238,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP004,64,63,1,RUNNING,False,
2089,2025-03-16 12:20:52,WO-250213180000-760,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP003,8462,8236,226,RUNNING,False,
2090,2025-04-08 23:30:10,WO-250213180000-760,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP003,8236,7997,239,RUNNING,False,
2091,2025-04-30 07:47:45,WO-250213180000-760,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP001,7997,7981,16,RUNNING,False,
2092,2025-05-21 01:06:43,WO-250213180000-760,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP005,7981,7965,16,RUNNING,False,
2093,2025-06-17 19:25:58,WO-250213180000-760,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP001,7965,7933,32,RUNNING,False,
2094,2025-02-21 00:09:16,WO-250214180000-731,FPC_DL_PI35,LAMINATE01,OP002,1951,1891,60,RUNNING,False,
2095,2025-02-24 11:47:12,WO-250214180000-731,FPC_DL_PI35,ETCH01,OP001,1891,1840,51,RUNNING,False,
2096,2025-02-27 05:50:36,WO-250214180000-731,FPC_DL_PI35,DRILL_LASER01,OP001,1840,1752,88,RUNNING,False,
2097,2025-03-03 02:30:58,WO-250214180000-731,FPC_DL_PI35,AOI_FPC01,OP004,1752,1748,4,RUNNING,False,
2098,2025-03-06 02:51:17,WO-250214180000-731,FPC_DL_PI35,TEST_E_FPC01,OP003,1748,1724,24,RUNNING,False,
2099,2025-02-18 11:44:35,WO-250214180000-248,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP002,207,199,8,RUNNING,False,
2100,2025-02-19 06:44:11,WO-250214180000-248,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP005,199,198,1,RUNNING,False,
2101,2025-02-20 01:02:34,WO-250214180000-248,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP001,198,194,4,RUNNING,False,
2102,2025-02-20 17:49:30,WO-250214180000-248,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP001,194,191,3,RUNNING,False,
2103,2025-02-21 09:24:08,WO-250214180000-248,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP005,191,187,4,RUNNING,False,
2104,2025-03-04 06:47:15,WO-250213180000-614,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP003,5502,5490,12,RUNNING,False,
2105,2025-03-18 22:02:20,WO-250213180000-614,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP004,5490,5456,34,RUNNING,False,
2106,2025-04-02 02:21:47,WO-250213180000-614,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP003,5456,5420,36,RUNNING,False,
2107,2025-04-17 11:57:39,WO-250213180000-614,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP002,5420,5367,53,RUNNING,False,
2108,2025-05-01 23:54:58,WO-250213180000-614,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP005,5367,5337,30,RUNNING,False,
2109,2025-02-23 20:39:14,WO-250214180000-951,FPC_DL_PI35,LAMINATE01,OP003,3097,3077,20,RUNNING,False,
2110,2025-03-01 00:39:07,WO-250214180000-951,FPC_DL_PI35,ETCH01,OP003,3077,2995,82,RUNNING,False,
2111,2025-03-06 12:47:04,WO-250214180000-951,FPC_DL_PI35,DRILL_LASER01,OP005,2995,2900,95,RUNNING,False,
2112,2025-03-13 04:36:45,WO-250214180000-951,FPC_DL_PI35,AOI_FPC01,OP003,2900,2761,139,RUNNING,False,
2113,2025-03-17 17:38:04,WO-250214180000-951,FPC_DL_PI35,TEST_E_FPC01,OP004,2761,2702,59,RUNNING,False,
2114,2025-02-19 03:15:41,WO-250215170000-485,FPC_DL_PI35,LAMINATE01,OP005,160,154,6,RUNNING,False,
2115,2025-02-19 10:56:06,WO-250215170000-485,FPC_DL_PI35,ETCH01,OP001,154,153,1,RUNNING,False,
2116,2025-02-19 18:42:27,WO-250215170000-485,FPC_DL_PI35,DRILL_LASER01,OP004,153,150,3,RUNNING,False,
2117,2025-02-20 03:29:43,WO-250215170000-485,FPC_DL_PI35,AOI_FPC01,OP001,150,144,6,RUNNING,False,
2118,2025-02-20 10:43:03,WO-250215170000-485,FPC_DL_PI35,TEST_E_FPC01,OP001,144,141,3,RUNNING,False,
2119,2025-02-23 17:00:29,WO-250215170000-277,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP002,1609,1566,43,RUNNING,False,
2120,2025-02-28 16:08:48,WO-250215170000-277,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP005,1566,1561,5,RUNNING,False,
2121,2025-03-06 04:54:16,WO-250215170000-277,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP005,1561,1517,44,RUNNING,False,
2122,2025-03-09 23:20:21,WO-250215170000-277,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP002,1517,1480,37,RUNNING,False,
2123,2025-03-14 07:22:19,WO-250215170000-277,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP002,1480,1477,3,RUNNING,False,
2124,2025-02-20 05:18:14,WO-250212180000-828,FPC_ML4_MPI12,LAMINATE01,OP002,97,96,1,RUNNING,False,
2125,2025-02-20 17:09:03,WO-250212180000-828,FPC_ML4_MPI12,ETCH01,OP004,96,91,5,RUNNING,False,
2126,2025-02-21 05:10:39,WO-250212180000-828,FPC_ML4_MPI12,DRILL_LASER01,OP003,91,86,5,RUNNING,False,
2127,2025-02-21 15:40:08,WO-250212180000-828,FPC_ML4_MPI12,AOI_FPC01,OP001,86,83,3,RUNNING,False,
2128,2025-02-22 03:09:36,WO-250212180000-828,FPC_ML4_MPI12,TEST_E_FPC01,OP005,83,81,2,RUNNING,False,
2129,2025-02-24 15:30:14,WO-250214180000-874,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP004,1945,1934,11,RUNNING,False,
2130,2025-03-01 18:53:34,WO-250214180000-874,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP001,1934,1864,70,RUNNING,False,
2131,2025-03-07 02:36:34,WO-250214180000-874,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP003,1864,1815,49,RUNNING,False,
2132,2025-03-12 07:56:29,WO-250214180000-874,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP002,1815,1741,74,RUNNING,False,
2133,2025-03-17 00:35:44,WO-250214180000-874,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP005,1741,1721,20,RUNNING,False,
2134,2025-02-25 10:04:19,WO-250215170000-629,FPC_SL_PI18,LAMINATE01,OP001,4654,4619,35,RUNNING,False,
2135,2025-03-02 16:59:35,WO-250215170000-629,FPC_SL_PI18,ETCH01,OP003,4619,4599,20,RUNNING,False,
2136,2025-03-08 04:17:00,WO-250215170000-629,FPC_SL_PI18,AOI_FPC01,OP003,4599,4340,259,RUNNING,False,
2137,2025-03-13 21:57:36,WO-250215170000-629,FPC_SL_PI18,TEST_E_FPC01,OP004,4340,4331,9,RUNNING,False,
2138,2025-02-28 16:51:22,WO-250215170000-464,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP003,1603,1599,4,RUNNING,False,
2139,2025-03-10 10:59:35,WO-250215170000-464,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP001,1599,1595,4,RUNNING,False,
2140,2025-03-17 23:30:29,WO-250215170000-464,MODULE_SENSOR_A,AOI_ASSY01,OP005,1595,1591,4,RUNNING,False,
2141,2025-03-26 00:09:36,WO-250215170000-464,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP003,1591,1587,4,RUNNING,False,
2142,2025-02-19 21:58:51,WO-250216170000-523,FPC_SL_LCP9_HF,LAMINATE01,OP005,88,87,1,RUNNING,False,
2143,2025-02-20 01:58:03,WO-250216170000-523,FPC_SL_LCP9_HF,ETCH01,OP001,87,85,2,RUNNING,False,
2144,2025-02-20 05:04:31,WO-250216170000-523,FPC_SL_LCP9_HF,AOI_FPC01,OP001,85,84,1,RUNNING,False,
2145,2025-02-20 08:13:55,WO-250216170000-523,FPC_SL_LCP9_HF,TEST_E_FPC01,OP003,84,82,2,RUNNING,False,
2146,2025-02-22 15:51:07,WO-250213180000-156,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP004,282,271,11,RUNNING,False,
2147,2025-02-24 15:43:32,WO-250213180000-156,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP003,271,268,3,RUNNING,False,
2148,2025-02-26 13:34:10,WO-250213180000-156,MODULE_SENSOR_A,AOI_ASSY01,OP001,268,267,1,RUNNING,False,
2149,2025-02-28 08:45:04,WO-250213180000-156,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP003,267,263,4,RUNNING,False,
2150,2025-02-25 15:02:56,WO-250214180000-531,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP002,2638,2632,6,RUNNING,False,
2151,2025-03-01 17:28:59,WO-250214180000-531,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP001,2632,2595,37,RUNNING,False,
2152,2025-03-05 19:02:33,WO-250214180000-531,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP002,2595,2552,43,RUNNING,False,
2153,2025-03-10 15:58:25,WO-250214180000-531,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP002,2552,2546,6,RUNNING,False,
2154,2025-02-21 03:15:41,WO-250215170000-679,FPC_SL_PI18,LAMINATE01,OP005,265,253,12,RUNNING,False,
2155,2025-02-21 11:17:14,WO-250215170000-679,FPC_SL_PI18,ETCH01,OP004,253,251,2,RUNNING,False,
2156,2025-02-21 18:46:24,WO-250215170000-679,FPC_SL_PI18,AOI_FPC01,OP002,251,250,1,RUNNING,False,
2157,2025-02-22 03:10:56,WO-250215170000-679,FPC_SL_PI18,TEST_E_FPC01,OP003,250,249,1,RUNNING,False,
2158,2025-02-23 23:21:16,WO-250214180000-967,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP003,1234,1217,17,RUNNING,False,
2159,2025-02-25 22:35:57,WO-250214180000-967,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP004,1217,1214,3,RUNNING,False,
2160,2025-02-27 21:31:59,WO-250214180000-967,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP001,1214,1184,30,RUNNING,False,
2161,2025-03-02 03:09:06,WO-250214180000-967,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP005,1184,1136,48,RUNNING,False,
2162,2025-02-21 22:06:42,WO-250214180000-856,FPC_SL_PI18,LAMINATE01,OP003,84,83,1,RUNNING,False,
2163,2025-02-22 01:17:19,WO-250214180000-856,FPC_SL_PI18,ETCH01,OP005,83,82,1,RUNNING,False,
2164,2025-02-22 03:58:44,WO-250214180000-856,FPC_SL_PI18,AOI_FPC01,OP002,82,77,5,RUNNING,False,
2165,2025-02-22 06:19:52,WO-250214180000-856,FPC_SL_PI18,TEST_E_FPC01,OP005,77,74,3,RUNNING,False,
2166,2025-03-03 19:38:07,WO-250216170000-748,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP002,4142,4047,95,RUNNING,False,
2167,2025-03-16 12:03:58,WO-250216170000-748,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP005,4047,4038,9,RUNNING,False,
2168,2025-03-25 01:10:26,WO-250216170000-748,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP002,4038,3946,92,RUNNING,False,
2169,2025-04-05 14:55:31,WO-250216170000-748,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP005,3946,3891,55,RUNNING,False,
2170,2025-04-16 22:20:29,WO-250216170000-748,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP004,3891,3883,8,RUNNING,False,
2171,2025-02-22 00:48:36,WO-250218170000-304,FPC_SL_LCP9_HF,LAMINATE01,OP002,138,135,3,RUNNING,False,
2172,2025-02-22 05:45:16,WO-250218170000-304,FPC_SL_LCP9_HF,ETCH01,OP003,135,129,6,RUNNING,False,
2173,2025-02-22 11:41:45,WO-250218170000-304,FPC_SL_LCP9_HF,AOI_FPC01,OP003,129,125,4,DOWN,False,
2174,2025-02-22 17:32:10,WO-250218170000-304,FPC_SL_LCP9_HF,TEST_E_FPC01,OP003,125,123,2,RUNNING,False,
2175,2025-02-23 09:02:59,WO-250217180000-885,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP004,409,408,1,RUNNING,False,
2176,2025-02-24 17:26:07,WO-250217180000-885,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP004,408,407,1,RUNNING,False,
2177,2025-02-25 22:26:22,WO-250217180000-885,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP005,407,406,1,RUNNING,False,
2178,2025-02-27 08:04:04,WO-250217180000-885,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP003,406,387,19,RUNNING,False,
2179,2025-02-28 11:41:00,WO-250217180000-885,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP001,387,386,1,RUNNING,False,
2180,2025-02-21 22:50:25,WO-250218170000-410,FPC_SL_LCP9_HF,LAMINATE01,OP002,118,114,4,RUNNING,False,
2181,2025-02-22 03:05:13,WO-250218170000-410,FPC_SL_LCP9_HF,ETCH01,OP001,114,108,6,RUNNING,False,
2182,2025-02-22 07:44:31,WO-250218170000-410,FPC_SL_LCP9_HF,AOI_FPC01,OP003,108,107,1,RUNNING,False,
2183,2025-02-22 12:14:03,WO-250218170000-410,FPC_SL_LCP9_HF,TEST_E_FPC01,OP003,107,106,1,RUNNING,False,
2184,2025-02-22 10:26:32,WO-250218170000-687,FPC_DL_PI35,LAMINATE01,OP004,287,281,6,RUNNING,False,
2185,2025-02-23 02:36:05,WO-250218170000-687,FPC_DL_PI35,ETCH01,OP002,281,272,9,RUNNING,False,
2186,2025-02-23 18:22:56,WO-250218170000-687,FPC_DL_PI35,DRILL_LASER01,OP004,272,256,16,RUNNING,False,
2187,2025-02-24 08:59:12,WO-250218170000-687,FPC_DL_PI35,AOI_FPC01,OP001,256,255,1,RUNNING,False,
2188,2025-02-24 22:02:01,WO-250218170000-687,FPC_DL_PI35,TEST_E_FPC01,OP005,255,246,9,RUNNING,False,
2189,2025-02-23 07:24:13,WO-250215170000-639,FPC_SL_PI18,LAMINATE01,OP001,397,396,1,RUNNING,False,
2190,2025-02-23 19:56:32,WO-250215170000-639,FPC_SL_PI18,ETCH01,OP004,396,383,13,RUNNING,False,
2191,2025-02-24 09:23:50,WO-250215170000-639,FPC_SL_PI18,AOI_FPC01,OP005,383,382,1,RUNNING,False,
2192,2025-02-24 23:34:05,WO-250215170000-639,FPC_SL_PI18,TEST_E_FPC01,OP005,382,374,8,RUNNING,False,
2193,2025-02-23 08:50:54,WO-250215170000-545,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP003,284,283,1,RUNNING,False,
2194,2025-02-23 21:05:57,WO-250215170000-545,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP004,283,282,1,RUNNING,False,
2195,2025-02-24 09:42:23,WO-250215170000-545,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP005,282,281,1,RUNNING,False,
2196,2025-02-25 01:30:48,WO-250215170000-545,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP005,281,280,1,RUNNING,False,
2197,2025-02-22 23:49:22,WO-250216170000-377,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP005,67,65,2,RUNNING,False,
2198,2025-02-23 04:48:37,WO-250216170000-377,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP005,65,64,1,RUNNING,False,
2260,2025-02-26 07:11:51,WO-250220180000-162,FPC_ML4_MPI12,TEST_E_FPC01,OP004,56,54,2,RUNNING,False,
2199,2025-02-23 10:44:56,WO-250216170000-377,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP005,64,63,1,RUNNING,False,
2200,2025-02-23 16:33:07,WO-250216170000-377,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP002,63,62,1,RUNNING,False,
2201,2025-02-23 22:09:42,WO-250216170000-377,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP002,62,60,2,RUNNING,False,
2202,2025-02-23 18:42:25,WO-250216170000-855,FPC_ML4_MPI12,LAMINATE01,OP002,209,206,3,DOWN,False,
2203,2025-02-24 21:22:51,WO-250216170000-855,FPC_ML4_MPI12,ETCH01,OP002,206,199,7,RUNNING,False,
2204,2025-02-26 00:51:53,WO-250216170000-855,FPC_ML4_MPI12,DRILL_LASER01,OP004,199,185,14,RUNNING,False,
2205,2025-02-27 03:20:52,WO-250216170000-855,FPC_ML4_MPI12,AOI_FPC01,OP003,185,178,7,RUNNING,False,
2206,2025-02-28 00:37:03,WO-250216170000-855,FPC_ML4_MPI12,TEST_E_FPC01,OP005,178,169,9,RUNNING,False,
2207,2025-02-23 03:13:39,WO-250218170000-612,FPC_SL_PI18,LAMINATE01,OP005,217,216,1,RUNNING,False,
2208,2025-02-23 10:54:58,WO-250218170000-612,FPC_SL_PI18,ETCH01,OP003,216,213,3,RUNNING,False,
2209,2025-02-23 19:01:26,WO-250218170000-612,FPC_SL_PI18,AOI_FPC01,OP001,213,212,1,RUNNING,False,
2210,2025-02-24 01:51:35,WO-250218170000-612,FPC_SL_PI18,TEST_E_FPC01,OP001,212,210,2,RUNNING,False,
2211,2025-02-23 10:45:14,WO-250219170000-162,FPC_DL_PI35,LAMINATE01,OP003,298,288,10,RUNNING,False,
2212,2025-02-24 03:18:24,WO-250219170000-162,FPC_DL_PI35,ETCH01,OP001,288,276,12,RUNNING,False,
2213,2025-02-24 20:19:44,WO-250219170000-162,FPC_DL_PI35,DRILL_LASER01,OP003,276,268,8,RUNNING,False,
2214,2025-02-25 10:39:41,WO-250219170000-162,FPC_DL_PI35,AOI_FPC01,OP003,268,257,11,RUNNING,False,
2215,2025-02-26 03:04:03,WO-250219170000-162,FPC_DL_PI35,TEST_E_FPC01,OP003,257,256,1,RUNNING,False,
2216,2025-02-28 21:25:23,WO-250219170000-878,FPC_DL_PI35,LAMINATE01,OP002,4322,4187,135,RUNNING,False,
2217,2025-03-09 03:48:44,WO-250219170000-878,FPC_DL_PI35,ETCH01,OP003,4187,4102,85,RUNNING,False,
2218,2025-03-16 10:01:33,WO-250219170000-878,FPC_DL_PI35,DRILL_LASER01,OP001,4102,3996,106,RUNNING,False,
2219,2025-03-24 08:09:38,WO-250219170000-878,FPC_DL_PI35,AOI_FPC01,OP005,3996,3815,181,RUNNING,False,
2220,2025-03-31 17:30:53,WO-250219170000-878,FPC_DL_PI35,TEST_E_FPC01,OP001,3815,3807,8,RUNNING,False,
2221,2025-02-25 18:44:54,WO-250219170000-400,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP004,448,447,1,RUNNING,False,
2222,2025-03-01 01:06:04,WO-250219170000-400,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP004,447,434,13,RUNNING,False,
2223,2025-03-03 17:06:43,WO-250219170000-400,MODULE_SENSOR_A,AOI_ASSY01,OP005,434,428,6,RUNNING,False,
2224,2025-03-06 10:28:22,WO-250219170000-400,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP002,428,427,1,RUNNING,False,
2225,2025-02-23 12:34:47,WO-250219170000-384,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP001,356,355,1,RUNNING,False,
2226,2025-02-24 07:21:53,WO-250219170000-384,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP002,355,353,2,RUNNING,False,
2227,2025-02-25 02:35:49,WO-250219170000-384,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP004,353,344,9,RUNNING,False,
2228,2025-02-25 18:40:52,WO-250219170000-384,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP001,344,338,6,RUNNING,False,
2229,2025-02-24 06:44:44,WO-250219170000-198,FPC_SL_LCP9_HF,LAMINATE01,OP003,273,268,5,RUNNING,False,
2230,2025-02-24 18:57:00,WO-250219170000-198,FPC_SL_LCP9_HF,ETCH01,OP002,268,266,2,RUNNING,False,
2231,2025-02-25 06:44:08,WO-250219170000-198,FPC_SL_LCP9_HF,AOI_FPC01,OP005,266,265,1,RUNNING,False,
2232,2025-02-25 18:00:57,WO-250219170000-198,FPC_SL_LCP9_HF,TEST_E_FPC01,OP003,265,264,1,RUNNING,False,
2233,2025-02-25 04:37:27,WO-250217180000-413,FPC_ML4_MPI12,LAMINATE01,OP001,293,282,11,RUNNING,False,
2234,2025-02-26 14:24:15,WO-250217180000-413,FPC_ML4_MPI12,ETCH01,OP001,282,270,12,RUNNING,False,
2235,2025-02-28 04:41:10,WO-250217180000-413,FPC_ML4_MPI12,DRILL_LASER01,OP002,270,251,19,RUNNING,False,
2236,2025-03-01 10:56:51,WO-250217180000-413,FPC_ML4_MPI12,AOI_FPC01,OP005,251,241,10,RUNNING,False,
2237,2025-03-02 16:31:43,WO-250217180000-413,FPC_ML4_MPI12,TEST_E_FPC01,OP003,241,225,16,RUNNING,False,
2238,2025-03-10 17:49:41,WO-250217180000-373,FPC_ML4_MPI12,LAMINATE01,OP005,4166,3983,183,RUNNING,False,
2239,2025-03-26 18:38:23,WO-250217180000-373,FPC_ML4_MPI12,ETCH01,OP003,3983,3860,123,RUNNING,False,
2240,2025-04-15 19:26:13,WO-250217180000-373,FPC_ML4_MPI12,DRILL_LASER01,OP002,3860,3720,140,RUNNING,False,
2241,2025-05-02 22:02:46,WO-250217180000-373,FPC_ML4_MPI12,AOI_FPC01,OP002,3720,3648,72,RUNNING,False,
2242,2025-05-18 04:07:25,WO-250217180000-373,FPC_ML4_MPI12,TEST_E_FPC01,OP001,3648,3584,64,RUNNING,False,
2243,2025-02-24 20:51:26,WO-250219170000-922,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP003,160,157,3,RUNNING,False,
2244,2025-02-26 02:54:49,WO-250219170000-922,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP001,157,156,1,RUNNING,False,
2245,2025-02-27 04:08:05,WO-250219170000-922,MODULE_SENSOR_A,AOI_ASSY01,OP005,156,155,1,RUNNING,False,
2246,2025-02-28 02:36:29,WO-250219170000-922,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP003,155,154,1,RUNNING,False,
2247,2025-02-24 05:35:52,WO-250220180000-416,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP004,246,240,6,RUNNING,False,
2248,2025-02-24 17:40:30,WO-250220180000-416,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP003,240,237,3,RUNNING,False,
2249,2025-02-25 04:13:03,WO-250220180000-416,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP003,237,233,4,RUNNING,False,
2250,2025-02-25 16:09:21,WO-250220180000-416,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP001,233,232,1,RUNNING,False,
2251,2025-03-25 22:34:26,WO-250217180000-340,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP002,9264,9245,19,RUNNING,False,
2252,2025-04-21 03:05:44,WO-250217180000-340,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP002,9245,9226,19,RUNNING,False,
2253,2025-05-16 03:19:31,WO-250217180000-340,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP002,9226,8870,356,RUNNING,False,
2254,2025-06-11 15:55:01,WO-250217180000-340,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP005,8870,8481,389,RUNNING,False,
2255,2025-07-02 16:11:05,WO-250217180000-340,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP005,8481,8464,17,RUNNING,False,
2256,2025-02-25 02:42:51,WO-250220180000-162,FPC_ML4_MPI12,LAMINATE01,OP002,71,67,4,RUNNING,False,
2257,2025-02-25 09:55:59,WO-250220180000-162,FPC_ML4_MPI12,ETCH01,OP003,67,64,3,RUNNING,False,
2258,2025-02-25 16:52:30,WO-250220180000-162,FPC_ML4_MPI12,DRILL_LASER01,OP004,64,59,5,RUNNING,False,
2259,2025-02-25 23:10:52,WO-250220180000-162,FPC_ML4_MPI12,AOI_FPC01,OP001,59,56,3,RUNNING,False,
2261,2025-02-25 14:52:44,WO-250221180000-935,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP003,371,366,5,RUNNING,False,
2262,2025-02-26 08:41:35,WO-250221180000-935,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP003,366,365,1,RUNNING,False,
2263,2025-02-27 02:59:14,WO-250221180000-935,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP001,365,364,1,RUNNING,False,
2264,2025-02-27 19:50:56,WO-250221180000-935,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP003,364,360,4,RUNNING,False,
2265,2025-03-22 06:55:03,WO-250221180000-100,FPC_ML4_MPI12,LAMINATE01,OP002,4878,4623,255,RUNNING,False,
2266,2025-04-08 02:21:12,WO-250221180000-100,FPC_ML4_MPI12,ETCH01,OP004,4623,4457,166,RUNNING,False,
2267,2025-04-23 14:51:16,WO-250221180000-100,FPC_ML4_MPI12,DRILL_LASER01,OP001,4457,4295,162,RUNNING,False,
2268,2025-05-12 08:16:20,WO-250221180000-100,FPC_ML4_MPI12,AOI_FPC01,OP002,4295,4155,140,RUNNING,False,
2269,2025-05-30 22:59:35,WO-250221180000-100,FPC_ML4_MPI12,TEST_E_FPC01,OP001,4155,4037,118,RUNNING,False,
2270,2025-02-26 08:27:38,WO-250219170000-334,FPC_ML4_MPI12,LAMINATE01,OP001,117,115,2,RUNNING,False,
2271,2025-02-27 00:41:56,WO-250219170000-334,FPC_ML4_MPI12,ETCH01,OP001,115,111,4,RUNNING,False,
2272,2025-02-27 16:36:35,WO-250219170000-334,FPC_ML4_MPI12,DRILL_LASER01,OP004,111,106,5,RUNNING,False,
2273,2025-02-28 06:14:41,WO-250219170000-334,FPC_ML4_MPI12,AOI_FPC01,OP005,106,104,2,RUNNING,False,
2274,2025-02-28 19:04:13,WO-250219170000-334,FPC_ML4_MPI12,TEST_E_FPC01,OP004,104,101,3,RUNNING,False,
2275,2025-02-26 14:09:24,WO-250219170000-912,FPC_ML4_MPI12,LAMINATE01,OP004,180,175,5,RUNNING,False,
2276,2025-02-27 12:21:21,WO-250219170000-912,FPC_ML4_MPI12,ETCH01,OP005,175,173,2,RUNNING,False,
2277,2025-02-28 11:20:24,WO-250219170000-912,FPC_ML4_MPI12,DRILL_LASER01,OP001,173,161,12,RUNNING,False,
2278,2025-03-01 06:57:22,WO-250219170000-912,FPC_ML4_MPI12,AOI_FPC01,OP004,161,153,8,RUNNING,False,
